1004,1340
129, 481313 7 482315 12 483318 15 484321 17 485324 20 486328 23 487331 26 488335 28 489339 28 490342 30 491346 30 492349 31 493353 31 494356 31 495360 31 496364 31 497368 31 498372 30 499376 29 500381 28 501385 27 502389 27 503394 25 504399 24 505403 23 506408 22 507414 19 508420 16 509427 12 510433 9 511440 4
129, 49634 11 50636 15 51638 18 52642 18 53645 20 54648 21 55651 23 56654 24 57658 25 58661 26 59665 26 60668 27 61672 27 62676 28 63680 28 64684 28 65687 29 66691 29 67695 29 68700 28 69704 27 70708 27 71712 27 72716 27 73721 26 74725 25 75730 24 76736 21 77742 18
129, 160971 6 161974 9 162977 11 163981 13 164984 16 165988 17 166992 18 167996 20 169000 20 170004 21 171008 20 172012 19 173017 18 174022 16 175027 14 176033 10 177039 7 178045 3
129, 311501 4 312503 8 313505 11 314508 13 315511 15 316514 17 317518 17 318521 19 319524 20 320528 20 321532 20 322536 20 323540 20 324545 19 325549 18 326554 17 327558 17 328563 15 329568 14 330573 13 331580 9 332587 2
129, 181822 2 182824 7 183826 10 184830 12 185833 13 186837 14 187840 15 188844 16 189847 17 190851 17 191855 17 192858 18 193862 18 194866 18 195870 18 196874 17 197878 17 198882 16 199886 15 200890 14 201895 11 202900 9 203906 5
129, 291421 7 292423 11 293424 15 294426 19 295429 20 296433 21 297436 22 298439 23 299443 23 300447 23 301452 22 302456 21 303461 20 304466 18 305471 16 306476 13 307481 9
129, 266247 4 267239 18 268240 22 269241 26 270244 28 271246 30 272248 32 273251 33 274254 34 275257 35 276261 34 277265 34 278269 34 279273 33 280277 33 281281 32 282285 31 283289 30 284294 28 285298 28 286303 26 287307 25 288312 24 289317 22 290322 20 291327 17 292333 14 293339 10 294346 4
129, 515522 4 516524 10 517527 13 518530 15 519534 16 520538 16 521542 16 522546 16 523551 14 524556 13 525561 10 526567 5
129, 519082 14 520084 17 521087 18 522090 21 523094 21 524098 25 525102 25 526107 24 527111 25 528115 25 529120 24 530124 23 531129 22 532134 21 533140 18 534145 17 535150 15 536155 13 537161 10 538167 7 539174 1
129, 40434 5 41437 8 42439 11 43440 14 44441 18 45443 20 46446 22 47449 24 48452 26 49456 27 50459 29 51462 31 52465 33 53469 33 54473 34 55477 34 56481 34 57485 34 58489 34 59493 34 60498 33 61502 33 62507 32 63512 31 64517 30 65522 28 66527 27 67532 25 68537 24 69543 21 70552 15 71564 6
129, 573550 10 574553 12 575556 15 576560 16 577563 18 578567 20 579571 21 580574 23 581578 24 582582 25 583586 26 584590 26 585594 27 586598 27 587602 27 588606 27 589610 26 590614 26 591619 24 592623 24 593627 24 594632 22 595636 22 596641 20 597645 20 598650 19 599654 18 600659 16 601663 15 602668 14 603672 13 604677 11 605682 9 606688 5
129, 465137 5 466140 7 467143 9 468146 11 469148 13 470151 14 471154 15 472158 16 473161 17 474165 17 475168 18 476172 18 477175 20 478179 20 479183 20 480187 20 481191 20 482196 19 483201 18 484205 18 485210 17 486216 14 487222 10 488229 5
129, 300688 8 301692 9 302695 11 303699 12 304703 14 305707 15 306711 15 307715 16 308719 17 309723 18 310727 18 311731 18 312735 18 313739 19 314743 18 315747 18 316752 16 317756 16 318760 15 319764 14 320769 11 321774 8 322780 3
129, 654062 2 655063 9 656064 15 657066 18 658068 21 659071 23 660074 25 661077 27 662081 27 663084 29 664088 30 665092 31 666096 31 667099 33 668103 33 669106 34 670109 35 671113 35 672117 35 673121 35 674125 34 675129 34 676133 33 677137 33 678141 31 679145 30 680151 27 681155 26 682160 24 683164 22 684169 19 685178 11
129, 312254 6 313256 9 314259 12 315262 14 316266 14 317269 16 318271 18 319274 19 320277 20 321281 20 322285 19 323289 19 324293 18 325297 17 326301 16 327305 15 328309 14 329313 13 330317 12 331321 11 332325 9 333329 6 334333 2
129, 126678 11 127678 17 128679 22 129680 27 130681 31 131684 33 132687 34 133690 35 134694 35 135697 36 136701 36 137705 35 138710 34 139714 33 140719 32 141723 31 142728 29 143732 29 144737 26 145742 24 146746 23 147751 20 148755 19 149760 17 150764 15 151769 13 152774 10 153780 5
129, 544186 3 545186 11 546187 17 547189 20 548191 24 549194 27 550196 31 551199 34 552202 37 553206 37 554209 39 555213 39 556217 39 557221 39 558225 39 559229 39 560233 39 561237 39 562241 39 563245 38 564249 37 565253 34 566257 32 567261 29 568265 28 569269 27 570273 25 571277 24 572281 23 573286 21 574290 21 575295 19 576302 15 577309 10 578315 7
129, 665665 8 666668 11 667671 13 668675 14 669679 15 670683 15 671687 16 672691 16 673695 17 674699 17 675703 17 676707 16 677711 16 678715 15 679720 14 680725 12 681730 9 682735 7 683741 4
129, 477398 4 478400 8 479402 11 480406 11 481409 12 482412 13 483416 13 484419 14 485423 13 486427 12 487431 11 488435 11 489439 10 490444 8 491449 5
129, 309650 3 310645 15 311646 20 312649 22 313652 24 314655 25 315658 27 316662 27 317666 28 318670 28 319674 28 320678 28 321682 28 322688 26 323693 24 324698 24 325704 19 326709 15 327714 13 328720 9
129, 102915 5 103917 7 104918 10 105920 12 106923 13 107926 14 108929 15 109931 17 110934 18 111937 19 112940 20 113944 20 114947 21 115951 21 116955 21 117959 21 118964 20 119968 20 120973 19 121977 19 122982 18 123987 17 124992 16 125997 15 127001 15 128006 14 129011 12 130016 10 131022 7
129, 338784 3 339786 7 340789 9 341793 10 342797 12 343801 12 344805 13 345810 13 346815 13 347820 13 348824 14 349829 13 350834 13 351839 12 352845 9 353850 7 354855 5
129, 200876 3 201879 6 202882 8 203885 9 204889 10 205892 12 206895 13 207898 14 208901 16 209905 15 210909 15 211912 16 212916 16 213920 16 214924 16 215928 16 216932 16 217936 16 218940 16 219944 15 220948 15 221952 15 222956 15 223959 16 224963 16 225967 16 226971 15 227975 15 228979 15 229983 15 230987 15 231991 15 232995 14 233999 13 235003 12 236008 9 237014 4
129, 329348 7 330350 11 331353 14 332356 17 333359 18 334363 19 335366 21 336370 22 337373 24 338377 25 339381 25 340385 25 341389 25 342393 26 343397 26 344402 25 345406 25 346410 25 347415 24 348419 24 349423 25 350428 24 351432 25 352437 24 353441 24 354446 22 355452 18 356459 13
129, 610864 4 611866 8 612868 11 613871 12 614874 14 615877 15 616880 16 617883 17 618886 18 619890 17 620893 18 621897 18 622900 18 623904 18 624908 17 625912 17 626915 17 627919 16 628923 15 629927 14 630931 14 631935 13 632939 12 633943 12 634947 11 635951 9 636955 8 637959 7 638964 5
129, 279322 6 280323 10 281325 13 282326 16 283328 18 284330 20 285333 22 286336 23 287339 24 288342 25 289346 25 290349 27 291353 27 292357 27 293361 27 294365 28 295369 28 296373 28 297378 27 298382 27 299387 26 300392 25 301397 24 302402 23 303406 23 304411 22 305416 21 306420 20 307425 19 308430 18 309435 17 310439 17 311444 14
129, 527586 7 528586 12 529587 15 530587 18 531588 20 532591 20 533594 19 534597 18 535601 14 536605 12 537612 4
129, 409008 9 410011 13 411015 16 412019 19 413023 22 414027 26 415031 29 416036 30 417041 31 418046 31 419052 30 420057 29 421062 28 422067 27 423073 25 424078 24 425083 22 426089 17 427096 11 428105 2
129, 249432 18 250433 23 251435 26 252437 29 253441 30 254445 31 255449 31 256453 31 257457 32 258462 31 259467 30 260471 30 261476 29 262480 29 263485 28 264489 28 265494 27 266498 27 267503 25 268508 24 269513 23 270518 21 271524 18 272531 13 273541 6
129, 544606 10 545604 17 546606 19 547608 21 548611 22 549615 22 550618 23 551622 23 552626 23 553631 22 554635 21 555639 21 556644 19 557648 18 558653 17 559657 16 560662 14 561667 11 562673 7
129, 368649 4 369651 9 370654 11 371655 16 372657 18 373660 20 374663 22 375666 24 376669 25 377673 26 378677 26 379680 28 380684 28 381688 28 382693 27 383697 27 384702 27 385707 26 386712 25 387717 25 388722 24 389727 24 390732 23 391738 21 392743 20 393748 19 394754 16 395760 12 396766 7
129, 425720 3 426723 6 427727 8 428730 10 429734 11 430737 13 431741 15 432745 16 433749 16 434752 18 435756 19 436760 19 437763 21 438766 22 439770 22 440774 22 441777 23 442781 23 443785 23 444789 22 445793 22 446798 20 447803 17 448808 14 449814 11
